id:ID,label:LABEL,name,concept,value,normalized_value,value_type,unit_ref,source_file,dimensions,description
Fact_RELIANCE_AmountSpentForCSRProjectsUndertaken_2025_545bff6adb2b,ESGMetric;Fact,RELIANCE AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,17481170,17481170,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken65""}",
Fact_RELIANCE_AmountSpentForCSRProjectsUndertaken_2025_ba69d44dcad8,ESGMetric;Fact,RELIANCE AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,9291570,9291570,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken66""}",
Fact_RELIANCE_AmountSpentForCSRProjectsUndertaken_2025_c74de3cc1f50,ESGMetric;Fact,RELIANCE AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,1359339,1359339,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken67""}",
Fact_RELIANCE_AmountSpentForCSRProjectsUndertaken_2025_8d31c2916ac6,ESGMetric;Fact,RELIANCE AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,23384362,23384362,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken68""}",
Fact_RELIANCE_AmountSpentForCSRProjectsUndertaken_2025_a1c9ae3d256e,ESGMetric;Fact,RELIANCE AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,5071506,5071506,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken69""}",
Fact_RELIANCE_AmountSpentForCSRProjectsUndertaken_2025_398742e7c086,ESGMetric;Fact,RELIANCE AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,569161,569161,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken70""}",
Fact_RELIANCE_AmountSpentForCSRProjectsUndertaken_2025_eca383dba82c,ESGMetric;Fact,RELIANCE AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,799667,799667,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken71""}",
Fact_RELIANCE_AmountSpentForCSRProjectsUndertaken_2025_fa9e51b3a669,ESGMetric;Fact,RELIANCE AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,556258,556258,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken72""}",
Fact_RELIANCE_AmountSpentForCSRProjectsUndertaken_2025_2930678e2d78,ESGMetric;Fact,RELIANCE AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,255782,255782,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken73""}",
Fact_RELIANCE_AmountSpentForCSRProjectsUndertaken_2025_28f47f04b1c7,ESGMetric;Fact,RELIANCE AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,102254,102254,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken74""}",
Fact_RELIANCE_AmountSpentForCSRProjectsUndertaken_2025_382915f63ffe,ESGMetric;Fact,RELIANCE AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,204626,204626,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken75""}",
Fact_RELIANCE_AmountSpentForCSRProjectsUndertaken_2025_2effcc22da67,ESGMetric;Fact,RELIANCE AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,7458238,7458238,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken76""}",
Fact_RELIANCE_AmountSpentForCSRProjectsUndertaken_2025_16ab0d867928,ESGMetric;Fact,RELIANCE AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,255636,255636,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken77""}",
Fact_RELIANCE_AmountSpentForCSRProjectsUndertaken_2025_f6e8e6744efc,ESGMetric;Fact,RELIANCE AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,603646,603646,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken78""}",
Fact_RELIANCE_AmountSpentForCSRProjectsUndertaken_2025_63b6ffb469e8,ESGMetric;Fact,RELIANCE AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,157073,157073,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken79""}",
Fact_RELIANCE_AmountSpentForCSRProjectsUndertaken_2025_846942e769bf,ESGMetric;Fact,RELIANCE AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,1538123,1538123,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken80""}",
Fact_RELIANCE_AmountSpentForCSRProjectsUndertaken_2025_9fa41c62b771,ESGMetric;Fact,RELIANCE AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,2141896,2141896,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken81""}",
Fact_RELIANCE_AmountSpentForCSRProjectsUndertaken_2025_e7d3010c1301,ESGMetric;Fact,RELIANCE AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,1099829,1099829,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken82""}",
Fact_RELIANCE_AmountSpentForCSRProjectsUndertaken_2025_74ef707f98d2,ESGMetric;Fact,RELIANCE AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,51789,51789,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken83""}",
Fact_RELIANCE_AmountSpentForCSRProjectsUndertaken_2025_8cdda5f0e381,ESGMetric;Fact,RELIANCE AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,51789,51789,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken84""}",
Fact_RELIANCE_AmountSpentForCSRProjectsUndertaken_2025_61f7b1c7cae0,ESGMetric;Fact,RELIANCE AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,359560,359560,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken85""}",
Fact_RELIANCE_AmountSpentForCSRProjectsUndertaken_2025_11f29b81e0cd,ESGMetric;Fact,RELIANCE AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,2840611,2840611,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken86""}",
Fact_RELIANCE_AmountSpentForCSRProjectsUndertaken_2025_379ad4907965,ESGMetric;Fact,RELIANCE AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,1341526,1341526,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken87""}",
Fact_RELIANCE_AmountSpentForCSRProjectsUndertaken_2025_11c26eeff456,ESGMetric;Fact,RELIANCE AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,204508,204508,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken88""}",
Fact_RELIANCE_AmountSpentForCSRProjectsUndertaken_2025_b48aa21df022,ESGMetric;Fact,RELIANCE AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,722534,722534,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken89""}",
Fact_RELIANCE_AmountSpentForCSRProjectsUndertaken_2025_a676470f3006,ESGMetric;Fact,RELIANCE AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,184163,184163,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken90""}",
Fact_RELIANCE_AmountSpentForCSRProjectsUndertaken_2025_d2f04a334425,ESGMetric;Fact,RELIANCE AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,347864,347864,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken91""}",
Fact_RELIANCE_AmountSpentForCSRProjectsUndertaken_2025_871abbee89ab,ESGMetric;Fact,RELIANCE AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,961741,961741,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken92""}",
Fact_RELIANCE_AmountSpentForCSRProjectsUndertaken_2025_600815029ad9,ESGMetric;Fact,RELIANCE AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,1706236,1706236,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken93""}",
Fact_RELIANCE_AmountSpentForCSRProjectsUndertaken_2025_e8935d38c404,ESGMetric;Fact,RELIANCE AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,1667700,1667700,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken94""}",
Year_2023,Year,2023,,,,,,,,
Fact_RELIANCE_PercentageOfFemaleBoardOfDirectors_2023_5652216e527b,ESGMetric;Fact,RELIANCE PercentageOfFemaleBoardOfDirectors (2023),PercentageOfFemaleBoardOfDirectors,0.1429,0.1429,percentage,pure,FY2023-24.xml,{},
INFOSYS,Company,Infosys Limited,,,,,,,,
Fact_INFOSYS_TotalVolumeOfWaterWithdrawal_2025_bf5ffb87d4c8,ESGMetric;Fact,INFOSYS TotalVolumeOfWaterWithdrawal (2025),TotalVolumeOfWaterWithdrawal,2125432,2125432,numeric,Kiloliters,FY2025-26.xml,{},
Fact_INFOSYS_TotalVolumeOfWaterWithdrawal_2025_9495f83cb334,ESGMetric;Fact,INFOSYS TotalVolumeOfWaterWithdrawal (2025),TotalVolumeOfWaterWithdrawal,2085580,2085580,numeric,Kiloliters,FY2025-26.xml,{},
Fact_INFOSYS_TotalScope1Emissions_2025_9f9ed37ee34e,ESGMetric;Fact,INFOSYS TotalScope1Emissions (2025),TotalScope1Emissions,11483,11483,numeric,MtCO2e,FY2025-26.xml,{},
Fact_INFOSYS_TotalScope1Emissions_2025_a33d9662a3e9,ESGMetric;Fact,INFOSYS TotalScope1Emissions (2025),TotalScope1Emissions,8745,8745,numeric,MtCO2e,FY2025-26.xml,{},
Fact_INFOSYS_TotalScope2Emissions_2025_fce88764faec,ESGMetric;Fact,INFOSYS TotalScope2Emissions (2025),TotalScope2Emissions,34351,34351,numeric,MtCO2e,FY2025-26.xml,{},
Fact_INFOSYS_TotalScope2Emissions_2025_a7f804413664,ESGMetric;Fact,INFOSYS TotalScope2Emissions (2025),TotalScope2Emissions,38586,38586,numeric,MtCO2e,FY2025-26.xml,{},
Fact_INFOSYS_TotalWasteGenerated_2025_52f46e7ea584,ESGMetric;Fact,INFOSYS TotalWasteGenerated (2025),TotalWasteGenerated,16989.98,16989.98,percentage,Tonne,FY2025-26.xml,{},
Fact_INFOSYS_TotalWasteGenerated_2025_de54c3ac1e3b,ESGMetric;Fact,INFOSYS TotalWasteGenerated (2025),TotalWasteGenerated,11689.84,11689.84,percentage,Tonne,FY2025-26.xml,{},
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_5107a5965c61,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,55101991,55101991,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken1""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_ffa949506a54,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,9990079,9990079,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken2""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_b77adbaa00de,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,6499657,6499657,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken3""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_ae46da3533b9,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,325001,325001,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken4""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_f586ce76540f,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,1132605,1132605,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken5""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_b2c610e47562,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,485980,485980,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken6""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_2025193fe761,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,944701,944701,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken7""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_14851933d395,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,467044,467044,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken8""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_671ef2b2fd4c,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,464085,464085,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken9""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_b0f349498cf7,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,208094,208094,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken10""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_60479966faec,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,1349505,1349505,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken11""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_698e8309323c,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,3172834,3172834,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken12""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_622e370ab22d,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,302179,302179,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken13""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_5ca92c10611f,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,3845426,3845426,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken14""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_0746b23ca617,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,3381190,3381190,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken15""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_aebf5fcd7bf4,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,611611,611611,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken16""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_ec1f380d4548,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,1015767,1015767,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken17""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_d6a96001693b,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,311156,311156,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken18""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_df385f80ebbc,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,4180229,4180229,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken19""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_5b13315207fa,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,1401555,1401555,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken20""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_378d81c85d50,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,1765464,1765464,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken21""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_9e108ffd9bb1,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,181294,181294,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken22""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_cb1e30884494,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,1557410,1557410,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken23""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_7c0586f77084,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,389364,389364,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken24""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_937c3c8c1a36,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,2126070,2126070,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken25""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_50c9ad529fe0,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,278423,278423,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken26""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_f5418f725992,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,1037078,1037078,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken27""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_cefcb3fef3c0,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,290703,290703,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken28""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_9529e0b7c884,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,204750,204750,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken29""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_b63a7c669a2c,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,260417,260417,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken30""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_b5347be2514d,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,2768302,2768302,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken31""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_b6b668a4e502,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,863497,863497,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken32""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_06c61aaf71cb,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,130492,130492,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken33""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_7d95a385d500,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,1930953,1930953,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken34""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_b78a01c79840,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,766820,766820,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken35""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_f0942b004ac1,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,1840095,1840095,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken36""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_65b17d2e786f,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,168555,168555,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken37""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_46cbff4a0717,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,1335332,1335332,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken38""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_ee0f8c5f09cb,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,126190,126190,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken39""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_7ce0e5b76251,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,1990503,1990503,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken40""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_6b7c47c31084,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,638475,638475,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken41""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_3f25952998ae,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,158700,158700,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken42""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_822fedd6af44,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,163775,163775,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken43""}",
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2025_294bf55a8560,ESGMetric;Fact,INFOSYS AmountSpentForCSRProjectsUndertaken (2025),AmountSpentForCSRProjectsUndertaken,127280,127280,numeric,INR,FY2025-26.xml,"{""in-capmkt:CSRProjectsUndertakenAxis"": ""CSRProjectsUndertaken44""}",
